Species	Virus_name_abbreviation
Human mastadenovirus C	HAdV-2
Human mastadenovirus D	HAdV-9
Human mastadenovirus E	HAdV-4
Human mastadenovirus F	HAdV-40
Human mastadenovirus G	SAdV-1
Murine mastadenovirus A	MAdV-1
Murine mastadenovirus B	MAdV-2
Murine mastadenovirus C	MAdV-3
Ovine mastadenovirus A	BAdV-2
Ovine mastadenovirus B	OAdV-1
Platyrrhini mastadenovirus A	TMAdV
Porcine mastadenovirus A	PAdV-3
Porcine mastadenovirus B	PAdV-4
Porcine mastadenovirus C	PAdV-5
Sea lion mastadenovirus A	CSLAdV-1
Simian mastadenovirus A	SAdV-3
Simian mastadenovirus B	SAdV-49
Simian mastadenovirus C	BabAdV-3
Simian mastadenovirus D	SAdV-13
Simian mastadenovirus E	SAdV-16
Simian mastadenovirus F	SAdV-18
Simian mastadenovirus G	SAdV-20
Simian mastadenovirus H	SAdV-54
Simian mastadenovirus I	SAdV-55
Skunk mastadenovirus A	SkAdV
Squirrel mastadenovirus A	SqAdV-1
Tree shrew mastadenovirus A	TSAdV-1
Frog siadenovirus A	FrAdV-1
Great tit siadenovirus A	GTAdV-1
Penguin siadenovirus A	CPAdV-2
Raptor siadenovirus A	RAdV-1
Skua siadenovirus A	SPSAdV-1
Turkey siadenovirus A	TAdV-3
Ageratum yellow vein Singapore alphasatellite	AYVSGA-[SG-98]
Cotton leaf curl Saudi Arabia alphasatellite	CLCuSAA
Cleome leaf crumple alphasatellite	ClLCrA
Croton yellow vein mosaic alphasatellite	CrYMMA
Euphorbia yellow mosaic alphasatellite	EuYMA
Melon chlorotic mosaic alphasatellite	MeCMA
Sida Cuba alphasatellite	SiCUA
Tomato yellow spot alphasatellite	ToYSA
Whitefly associated Guatemala alphasatellite 2	WfaGA 2
Whitefly associated Puerto Rico alphasatellite 1	WfaPRA 1
Ageratum enation alphasatellite	AEV
Ageratum yellow vein alphasatellite	AYVA
Ageratum yellow vein China alphasatellite	AYVCNA
Ageratum yellow vein India alphasatellite	AYVIA
Bhendi yellow vein alphasatellite	BhYVA
Cassava mosaic Madagascar alphasatellite	CMMGA
Chilli leaf curl alphasatellite	ChLCA
Cotton leaf curl Egypt alphasatellite	CLCuEA
Cotton leaf curl Gezira alphasatellite	CLCuGeA
Cotton leaf curl Lucknow alphasatellite	ChLCA
Cotton leaf curl Multan alphasatellite	CLCuMuA
Gossypium darwinii symptomless alphasatellite	GDarSLA
Malvastrum yellow mosaic alphasatellite	MaYA
Malvastrum yellow mosaic Cameroon alphasatellite	MaYMCMA
Pedilanthus leaf curl alphasatellite	PeLCA
Sida leaf curl alphasatellite	SiLCuA
Sida yellow vein Vietnam alphasatellite	SiYVVA
Sunflower leaf curl Karnataka alphasatellite	SLCKaA
Synedrella leaf curl alphasatellite	SyLCA
Tobacco curly shoot alphasatellite	TbCSA
Tomato leaf curl Buea alphasatellite	ToLCuBuA
Tomato leaf curl Cameroon alphasatellite	ToLCuCMA
Tomato yellow leaf curl China alphasatellite	TYLCCA
Tomato yellow leaf curl Thailand alphasatellite	TYLCTHA
Tomato yellow leaf curl Yunnan alphasatellite	TYLCYA
Gossypium mustelinum symptomless alphasatellite	GMusSLA
Hollyhock yellow vein alphasatellite	HoYVA
Mesta yellow vein mosaic alphasatellite	MeYVMA
Okra enation leaf curl alphasatellite	OEnLCuA
Okra yellow crinkle Cameroon alphasatellite	OkYCCA
Vernonia yellow vein Fujian alphasatellite	VeYVFA
Dragonfly associated alphasatellite	DaA
Whitefly associated Guatemala alphasatellite 1	WfaGA1
Banana bunchy top alphasatellite 1	BBTA 1
Banana bunchy top alphasatellite 2	BBTA 2
Banana bunchy top alphasatellite 3	BBTA 3
Cardamom bushy dwarf alphasatellite	CaBuDA
Milk vetch dwarf alphasatellite 2	MVDA 2
Pea necrotic yellow dwarf alphasatellite 2	PNYDA 2
Sophora yellow stunt alphasatellite 4	SYSA 4
Sophora yellow stunt alphasatellite 5	SYSA 5
Subterranean clover stunt alphasatellite 2	SCSA 2
Faba bean necrotic yellows alphasatellite 2	FBNYCA 2
Milk vetch dwarf alphasatellite 3	MVDA 3
Faba bean necrotic stunt alphasatellite	FBNSA
Milk vetch dwarf alphasatellite 1	MVDA 1
Pea necrotic yellow dwarf alphasatellite 1	PNYDA 1
Sophora yellow stunt alphasatellite 2	SYSA 2
Sophora yellow stunt alphasatellite 3	SYSA 3
Faba bean necrotic yellows alphasatellite 1	FBNYA 1
Sophora yellow stunt alphasatellite 1	SYSA1
Subterranean clover stunt alphasatellite 1	SCSCA 1
Coconut foliar decay alphasatellite	CFDA
Acidianus bottle-shaped virus	ABV
Torque teno virus 1	TTV1
Torque teno virus 2	TTV2
Torque teno virus 3	TTV3
Torque teno virus 4	TTV4
Torque teno virus 5	TTV5
Torque teno virus 6	TTV6
Torque teno virus 7	TTV7
Torque teno virus 8	TTV8
Torque teno virus 9	TTV9
Torque teno virus 10	TTV10
Torque teno virus 11	TTV11
Torque teno virus 12	TTV12
Torque teno virus 13	TTV13
Torque teno virus 14	TTV14
Torque teno virus 15	TTV15
Torque teno virus 16	TTV16
Torque teno virus 17	TTV17
Torque teno virus 18	TTV18
Torque teno virus 19	TTV19
Torque teno virus 20	TTV20
Torque teno virus 21	TTV21
Torque teno virus 22	TTV22
Torque teno virus 23	TTV23
Torque teno virus 24	TTV24
Torque teno virus 25	TTV25
Torque teno virus 26	TTV26
Torque teno virus 27	TTV27
Torque teno virus 28	TTV28
Torque teno virus 29	TTV29
Torque teno mini virus 1	TTMV1
Torque teno mini virus 2	TTMV2
Torque teno mini virus 3	TTMV3
Torque teno mini virus 4	TTMV4
Torque teno mini virus 5	TTMV5
Torque teno mini virus 6	TTMV6
Torque teno mini virus 7	TTMV7
Torque teno mini virus 8	TTMV8
Torque teno mini virus 9	TTMV9
Torque teno mini virus 10	TTMV10
Torque teno mini virus 11	TTMV11
Torque teno mini virus 12	TTMV12
Torque teno tupaia virus	TTTuV
Torque teno tamarin virus	TTTaV
Torque teno felis virus	TTFV
Torque teno felis virus 2	TTFV2
Torque teno midi virus 1	TTMdV1
Torque teno midi virus 2	TTMdV2
Torque teno midi virus 3	TTMdV3
Torque teno midi virus 4	TTMdV4
Torque teno midi virus 5	TTMdV5
Torque teno midi virus 6	TTMdV6
Torque teno midi virus 7	TTMdV7
Torque teno midi virus 8	TTMdV8
Torque teno midi virus 9	TTMdV9
Torque teno midi virus 10	TTMdV10
Torque teno midi virus 11	TTMdV11
Torque teno midi virus 12	TTMdV12
Torque teno midi virus 13	TTMdV13
Torque teno midi virus 14	TTMdV14
Torque teno midi virus 15	TTMdV15
Chicken anemia virus	CAV
Torque teno sus virus 1a	TTSV1a
Torque teno sus virus 1b	TTSV1b
Torque teno sus virus k2a	TTSVk2a
Torque teno sus virus k2b	TTSVk2b
Torque teno seal virus 1	
Torque teno seal virus 2	
Torque teno seal virus 3	
Torque teno seal virus 8	TTLwV-1
Torque teno seal virus 9	TTLwV-2
Torque teno zalophus virus 1	TTZV1
Torque teno equus virus 1	
Torque teno seal virus 4	SeAv4
Torque teno seal virus 5	SeAv5
Torque teno canis virus	TTCV
Torque teno douroucouli virus	TTDV
Heliothis virescens ascovirus 3a	HvAV-3a
Heliothis virescens ascovirus 3a	HvAV-3f
Heliothis virescens ascovirus 3a	HvAV-3g
Spodoptera frugiperda ascovirus 1a	SfAV-1a
Trichoplusia ni ascovirus 2a	TnAV-2a
Diadromus pulchellus toursvirus	DpTV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
African swine fever virus	ASFV
Chaetoceros diatodnavirus 1	CsetDNAV
Avon-Heathcote Estuary associated kieseladnavirus	AHEaBV
Chaetoceros protobacilladnavirus 1	CsalDNAV
Chaetoceros protobacilladnavirus 2	Csp07DNAV
Chaetoceros protobacilladnavirus 3	ClorDNAV
Chaetoceros protobacilladnavirus 4	CtenDNAV1
Marine protobacilladnavirus 1	LDMD-2013
Snail associated protobacilladnavirus 1	AcrBV1
Snail associated protobacilladnavirus 2	AcrBV2
Adoxophyes honmai nucleopolyhedrovirus	AdhoNPV
Agrotis ipsilon multiple nucleopolyhedrovirus	AgipMNPV
Agrotis segetum nucleopolyhedrovirus A	AgseNPV-A
Agrotis segetum nucleopolyhedrovirus B	AgseNPV-B
Antheraea pernyi nucleopolyhedrovirus	AnpeNPV
Anticarsia gemmatalis multiple nucleopolyhedrovirus	AgMNPV
Anticarsia gemmatalis multiple nucleopolyhedrovirus	AgMNPV
Autographa californica multiple nucleopolyhedrovirus	AcMNPV
Autographa californica multiple nucleopolyhedrovirus	PlxyMNPV
Bombyx mori nucleopolyhedrovirus	BmNPV
Bombyx mori nucleopolyhedrovirus	BomaNPV
Buzura suppressaria nucleopolyhedrovirus	BuzuNPV
Catopsilia pomona nucleopolyhedrovirus	CapoNPV
Choristoneura fumiferana DEF multiple nucleopolyhedrovirus	CfDEFMNPV
Choristoneura fumiferana multiple nucleopolyhedrovirus	CfMNPV
Choristoneura murinana nucleopolyhedrovirus	ChmuNPV
Choristoneura rosaceana nucleopolyhedrovirus	ChroNPV
Chrysodeixis chalcites nucleopolyhedrovirus	ChchNPV
Chrysodeixis includens nucleopolyhedrovirus	PsinSNPV
Clanis bilineata nucleopolyhedrovirus	ClbiNPV
Ectropis obliqua nucleopolyhedrovirus	EcobNPV
Epiphyas postvittana nucleopolyhedrovirus	EppoNPV
Euproctis pseudoconspersa nucleopolyhedrovirus	EupsNPV
Helicoverpa armigera nucleopolyhedrovirus	HearNPV
Helicoverpa armigera nucleopolyhedrovirus	HearNPV
Helicoverpa armigera nucleopolyhedrovirus	HearNPV
Hemileuca species nucleopolyhedrovirus	HespNPV-MEM
Hyphantria cunea nucleopolyhedrovirus	HycuPV
Lambdina fiscellaria nucleopolyhedrovirus	LafiNPV
Leucania separata nucleopolyhedrovirus	LeseNPV
Lonomia obliqua nucleopolyhedrovirus	LoobNPV-SP/2000
Lymantria dispar multiple nucleopolyhedrovirus	LdMNPV
Lymantria xylina nucleopolyhedrovirus	LyxyMNPV
Mamestra brassicae multiple nucleopolyhedrovirus	MbMNPV
Mamestra configurata nucleopolyhedrovirus A	MacoNPV-A
Mamestra configurata nucleopolyhedrovirus A	MacoNPV-A
Mamestra configurata nucleopolyhedrovirus B	MacoNPV-B
Maruca vitrata nucleopolyhedrovirus	MaviNPV
Mythimna unipuncta nucleopolyhedrovirus	MyunNPV#7
Operophtera brumata nucleopolyhedrovirus	OpbuNPV-MA
Orgyia leucostigma nucleopolyhedrovirus	OrleNPV
Orgyia pseudotsugata multiple nucleopolyhedrovirus	OpMNPV
Oxyplax ochracea nucleopolyhedrovirus	OxocNPV-435
Peridroma saucia nucleopolyhedrovirus	PespNPV-GR167
Perigonia lusca nucleopolyhedrovirus	PeluSNPV
Spodoptera exigua multiple nucleopolyhedrovirus	SeMNPV
Spodoptera frugiperda multiple nucleopolyhedrovirus	SfMNPV
Spodoptera littoralis nucleopolyhedrovirus	SpliNPV
Spodoptera litura nucleopolyhedrovirus	SpltNPV
Sucra jujuba nucleopolyhedrovirus	SujuNPV
Thysanoplusia orichalcea nucleopolyhedrovirus	ThorNPV
Trichoplusia ni single nucleopolyhedrovirus	TnSNPV
Wiseana signata nucleopolyhedrovirus	WisiNPV
Adoxophyes orana granulovirus	AdorGV
Agrotis segetum granulovirus	AgseGV
Artogeia rapae granulovirus	PiraGV
Choristoneura fumiferana granulovirus	ChocGV
Clostera anachoreta granulovirus	ClanGV
Clostera anastomosis granulovirus A	ClasGV-A
Clostera anastomosis granulovirus B	ClasGV-B
Cnaphalocrocis medinalis granulovirus	CnmeGV
Cryptophlebia leucotreta granulovirus	CrleGV
Cydia pomonella granulovirus	CpGV
Diatraea saccharalis granulovirus	DisaGV
Epinotia aporema granulovirus	EpapGV
Erinnyis ello granulovirus	ErelGV
Harrisina brillians granulovirus	HbGV
Helicoverpa armigera granulovirus	HearGV
Lacanobia oleracea granulovirus	LaolGV
Mocis latipes granulovirus	MolaGV-SouthernBrazil
Mythimna unipuncta granulovirus A	PsunGV
Mythimna unipuncta granulovirus B	MyunGV
Phthorimaea operculella granulovirus	PhopGV
Plodia interpunctella granulovirus	PiGV
Plutella xylostella granulovirus	PlxyGV
Spodoptera frugiperda granulovirus	SpfrGV
Spodoptera litura granulovirus	SpltGV
Trichoplusia ni granulovirus	TnGV
Xestia c-nigrum granulovirus	XecnGV
Culex nigripalpus nucleopolyhedrovirus	CuniNPV
Neodiprion lecontei nucleopolyhedrovirus	NeleNPV
Neodiprion sertifer nucleopolyhedrovirus	NeseNPV
Acidianus two-tailed virus	ATV
Bombyx mori bidensovirus	BmBDV
Barbel circovirus	BarCV
Bat associated circovirus 1	BatACV1
Bat associated circovirus 2	BatACV2
Bat associated circovirus 3	BatACV3
Bat associated circovirus 4	BatACV4
Bat associated circovirus 5	BatACV5
Bat associated circovirus 6	BatACV6
Bat associated circovirus 7	BatACV7
Bat associated circovirus 8	BatACV8
Bat associated circovirus 9	BatCV-9
Bat associated circovirus 10	BatACV10
Bat associated circovirus 11	BatACV11
Beak and feather disease virus	BFDV
Canary circovirus	CaCV
Canine circovirus	CanineCV
Chimpanzee associated circovirus 1	ChimpACV
Duck circovirus	DuCV
European catfish circovirus	EcatfishCV
Finch circovirus	FiCV
Goose circovirus	GoCV
Gull circovirus	GuCV
Human associated circovirus 1	HuACV1
Mink circovirus	MiCV
Pigeon circovirus	PiCV
Porcine circovirus 1	PCV1
Porcine circovirus 2	PCV2
Porcine circovirus 3	PCV3
Raven circovirus	RaCV
Rodent associated circovirus 1	RoACV1
Rodent associated circovirus 2	RoACV2
Rodent associated circovirus 3	RoACV3
Rodent associated circovirus 4	RoACV4
Rodent associated circovirus 5	RoACV5
Rodent associated circovirus 6	RoACV6
Starling circovirus	StCV
Swan circovirus	SwCV
Tick associated circovirus 1	TiACV1
Tick associated circovirus 2	TiACV2
Zebra finch circovirus	ZfiCV
Bat associated cyclovirus 1	BatACyV1
Bat associated cyclovirus 2	BatACyV2
Bat associated cyclovirus 3	BatACyV3
Bat associated cyclovirus 4	BatACyV4
Bat associated cyclovirus 5	BatACyV5
Bat associated cyclovirus 6	BatACyV6
Bat associated cyclovirus 7	BatACyV7
Bat associated cyclovirus 8	BatACyV8
Bat associated cyclovirus 9	BatACyV9
Bat associated cyclovirus 10	BatACyV10
Bat associated cyclovirus 11	BatACyV11
Bat associated cyclovirus 12	BatACyV12
Bat associated cyclovirus 13	BatACyV13
Bat associated cyclovirus 14	BatACyV14
Bat associated cyclovirus 15	BatACyV15
Bat associated cyclovirus 16	BatACyV16
Bovine associated cyclovirus 1	BoACyV1
Chicken associated cyclovirus 1	ChickACyV1
Chimpanzee associated cyclovirus 1	ChimpACyV1
Cockroach associated cyclovirus 1	CroACyV1
Dragonfly associated cyclovirus 1	DfACyV1
Dragonfly associated cyclovirus 2	DfACyV2
Dragonfly associated cyclovirus 3	DfACyV3
Dragonfly associated cyclovirus 4	DfACyV4
Dragonfly associated cyclovirus 5	DfACyV5
Dragonfly associated cyclovirus 6	DfACyV6
Dragonfly associated cyclovirus 7	DfACyV7
Dragonfly associated cyclovirus 8	DfACyV8
Duck associated cyclovirus 1	DuACyV1
Feline associated cyclovirus 1	FeACyV1
Goat associated cyclovirus 1	GoACyV1
Horse associated cyclovirus 1	HoACyV1
Human associated cyclovirus 1	HuACyV1
Human associated cyclovirus 2	HuACyV2
Human associated cyclovirus 3	HuACyV3
Human associated cyclovirus 4	HuACyV4
Human associated cyclovirus 5	HuACyV5
Human associated cyclovirus 6	HuACyV6
Human associated cyclovirus 7	HuACyV7
Human associated cyclovirus 8	HuACyV8
Human associated cyclovirus 9	HuACyV9
Human associated cyclovirus 10	HuACyV10
Human associated cyclovirus 11	HuACyV11
Human associated cyclovirus 12	HuCyC12
Mouse associated cyclovirus 1	MoACyV1
Rodent associated cyclovirus 1	RoACyV1
Rodent associated cyclovirus 2	RoACyV2
Squirrel associated cyclovirus 1	SqACyV1
Aeropyrum pernix bacilliform virus 1	APBV1
Pseudoalteromonas virus Cr39582	Cr39582
Pseudoalteromonas virus PM2	PM2
Sulfolobus spindle-shaped virus 1	SSV1
Sulfolobus spindle-shaped virus 2	SSV2
Sulfolobus spindle-shaped virus 4	SSV3
Sulfolobus spindle-shaped virus 5	SSV4
Sulfolobus spindle-shaped virus 7	SSV5
Sulfolobus spindle-shaped virus 8	SSV8
Sulfolobus spindle-shaped virus 9	SSV7
Acidianus spindle-shaped virus 1	ASV1
Sulfolobus spindle-shaped virus 6	SSV6
Beet curly top Iran virus	BCTIV/A
Beet curly top Iran virus	BCTIV/B
Beet curly top Iran virus	BCTIV/C
Beet curly top Iran virus	BCTIV/D
Exomis microphylla latent virus	EmLV
Spinach curly top Arizona virus	SCTAV
Abutilon golden mosaic virus	AbGMV
Abutilon mosaic Bolivia virus	AbMBoV
Abutilon mosaic Brazil virus	AbMBV
Abutilon mosaic virus	AbMV
African cassava mosaic Burkina Faso virus	ACMBFV
African cassava mosaic virus	ACMV
Ageratum enation virus	AEV/NP
Ageratum enation virus	AEV/IN
Ageratum enation virus	AEV/UP
Ageratum leaf curl virus	ALCuV
Ageratum yellow vein Hualian virus	AYVV/Hua
Ageratum yellow vein Hualian virus	AYVV/Hsi
Ageratum yellow vein Sri Lanka virus	AYVSLV
Ageratum yellow vein virus	AYVV/Gx
Ageratum yellow vein virus	AYVV
Ageratum yellow vein virus	AYVV/CN
Ageratum yellow vein virus	AYVV/ID
Ageratum yellow vein virus	AYVV/Ka
Ageratum yellow vein virus	AYVV/NN
Ageratum yellow vein virus	AYVV/PH
Ageratum yellow vein virus	AYVV/SG
Ageratum yellow vein virus	AYVV/TW
Ageratum yellow vein virus	AYVV/TH
Allamanda leaf curl virus	AllLCV/A
Allamanda leaf mottle distortion virus	AllLMoDV
Alternanthera yellow vein virus	AlYVV
Alternanthera yellow vein virus	AlYVV/A
Alternanthera yellow vein virus	AlYVV/B
Andrographis yellow vein leaf curl virus	AnYVLCV
Asystasia mosaic Madagascar virus	AsMMV
Bean calico mosaic virus	BChV
Bean chlorosis virus	BChMV
Bean dwarf mosaic virus	BDMV
Bean golden mosaic virus	BGMV
Bean golden mosaic virus	BGMV/Ala
Bean golden yellow mosaic virus	BGYMV
Bean leaf crumple virus	BLCrV
Bean white chlorosis mosaic virus	BWCMV
Bean yellow mosaic Mexico virus	BYMMxV
Bhendi yellow vein Bhubhaneswar virus	BYVBhV
Bhendi yellow vein Haryana virus	BYVHV
Bhendi yellow vein mosaic Delhi virus	BYVMDV
Bhendi yellow vein mosaic virus	BYVMV/IN
Bhendi yellow vein mosaic virus	BYVMV
Bhendi yellow vein mosaic virus	BYVMV
Bhendi yellow vein mosaic virus	BYVMV
Bhendi yellow vein mosaic virus	BYVMV
Blainvillea yellow spot virus	BlYSV
Blechum interveinal chlorosis virus	BleICV
Blechum yellow vein virus	BleYVV
Boerhavia yellow spot virus	BoYSV
Cabbage leaf curl Jamaica virus	CabLCJV
Cabbage leaf curl virus	CabLCV
Capraria yellow spot virus	CarYSV
Cassava mosaic Madagascar virus	CMMGV
Catharanthus yellow mosaic virus	CaYMV
Centrosema yellow spot virus	CeYSV
Chayote yellow mosaic virus	ChaYMV
Chenopodium leaf curl virus	ChLCV
Chilli leaf curl Ahmedabad virus	ChiLCAV
Chilli leaf curl Bhavanisagar virus	ChiLCBV
Chilli leaf curl Gonda virus	ChiLCGV
Chilli leaf curl India virus	ChiLCINV
Chilli leaf curl Kanpur virus	ChiLCKaV
Chilli leaf curl Sri Lanka virus	ChiLCSLV
Chilli leaf curl Vellanad virus	ChiLCVV
Chilli leaf curl virus	ChiLCV/PK
Chilli leaf curl virus	ChiLCV/IN
Chilli leaf curl virus	ChiLCV
Chilli leaf curl virus	ChiLCV/Chi
Chilli leaf curl virus	ChiLCV/JO
Chilli leaf curl virus	ChiLCV/Kha
Chino del tomate Amazonas virus	CdTAV
Chino del tomate virus	CdTV/To
Chino del tomate virus	CdTV
Chino del tomate virus	CdTV/Sb
Cleome golden mosaic virus	CleGMV
Cleome leaf crumple virus	CleLCrV
Clerodendron golden mosaic virus	ClGMV
Clerodendron yellow mosaic virus	ClYMV
Clerodendrum golden mosaic China virus	ClGMCNV/Fu
Clerodendrum golden mosaic China virus	ClGMCNV/Ji
Clerodendrum golden mosaic Jiangsu virus	ClGMJsV
Cnidoscolus mosaic leaf deformation virus	CnMLDV
Coccinia mosaic Tamil Nadu virus	CMTNV
Common bean mottle virus	CBMoV
Common bean severe mosaic virus	CBSMV
Corchorus golden mosaic virus	CoGMV/Ha
Corchorus golden mosaic virus	CoGMV/IN
Corchorus yellow spot virus	CoYSV
Corchorus yellow vein mosaic virus	CoYV
Corchorus yellow vein virus	CoYVV
Cotton chlorotic spot virus	CoChSpV
Cotton leaf crumple virus	CLCrV/AZ
Cotton leaf crumple virus	CLCrV/TX
Cotton leaf curl Alabad virus	CLCuAlV/Al
Cotton leaf curl Alabad virus	CLCuAlV/Ha
Cotton leaf curl Alabad virus	CLCuAlV/Ka
Cotton leaf curl Alabad virus	CLCuAlV/Lo
Cotton leaf curl Alabad virus	CLCuAlV/Mu
Cotton leaf curl Bangalore virus	CLCuBaV
Cotton leaf curl Barasat virus	CLCuBarV
Cotton leaf curl Gezira virus	CLCuGeV/SD
Cotton leaf curl Gezira virus	CLCuGeV/BF
Cotton leaf curl Gezira virus	CLCuGeV/Ca
Cotton leaf curl Gezira virus	CLCuGeV/CM
Cotton leaf curl Gezira virus	CLCuGeV/EG
Cotton leaf curl Gezira virus	CLCuGeV/Ho
Cotton leaf curl Gezira virus	CLCuGeV/Ly
Cotton leaf curl Gezira virus	CLCuGeV/MG
Cotton leaf curl Gezira virus	CLCuGeV/ML
Cotton leaf curl Gezira virus	CLCuGeV/NE
Cotton leaf curl Gezira virus	CLCuGeV/Ok
Cotton leaf curl Kokhran virus	CLCuKoV/Ko
Cotton leaf curl Kokhran virus	CLCuKoV/Bu
Cotton leaf curl Kokhran virus	CLCuKoV/La
Cotton leaf curl Kokhran virus	CLCuKoV/Lu
Cotton leaf curl Kokhran virus	CLCuKoV/Sha
Cotton leaf curl Multan virus	CLCuMuV/Dar
Cotton leaf curl Multan virus	CLCuMuV/Fai
Cotton leaf curl Multan virus	CLCuMuV/Hib
Cotton leaf curl Multan virus	CLCuMuV/His
Cotton leaf curl Multan virus	CLCuMuV/PK
Cotton leaf curl Multan virus	CLCuMuV/Ra
Cotton yellow mosaic virus	CYMV
Cowpea golden mosaic virus	CPGMV
Crassocephalum yellow vein virus	CraYVV
Croton yellow vein mosaic virus	CroYVMV
Cucurbit leaf crumple virus	CuLCrV
Dalechampia chlorotic mosaic virus	DaChMV
Datura leaf curl virus	DaLCV
Datura leaf distortion virus	DaLDV
Deinbollia mosaic virus	DMV
Desmodium leaf distortion virus	DesLDV
Desmodium mottle virus	DesMoV
Dicliptera yellow mottle Cuba virus	DiYMCUV
Dicliptera yellow mottle virus	DiYMoV
Dolichos yellow mosaic virus	DoYMV
Duranta leaf curl virus	DuLCV
East African cassava mosaic Cameroon virus	EACMCMV
East African cassava mosaic Kenya virus	EACMKV
East African cassava mosaic Malawi virus	EACMMV
East African cassava mosaic virus	EACMV/UG
East African cassava mosaic virus	EACMV/KE
East African cassava mosaic virus	EACMV/MW
East African cassava mosaic virus	EACMV/TZ
East African cassava mosaic Zanzibar virus	EACMZV
Eclipta yellow vein virus	EYVV
Emilia yellow vein Thailand virus	EYVTHV
Emilia yellow vein virus	EYVV
Erectites yellow mosaic virus	ErYMV
Eupatorium yellow vein mosaic virus	EpYVMV
Eupatorium yellow vein virus	EpYVV/A
Eupatorium yellow vein virus	EpYVV/B
Eupatorium yellow vein virus	EpYVV/C
Eupatorium yellow vein virus	EpYVV/D
